"","Country.Code","year","Coal_AnnualMtCO2","Coal_duration_year","Coal_Share_Ret","Coal_Share_EarlyRet","Coal_Share_Tran","Coal_Share_PhasedOut","Coal_logCurrent_MW","Gas_Current_MW","Gas_duration_year","Gas_logCurrent_MW","Coal_Gen_Decline_Perc","Gas_Gen_Decline_Perc","Share_VRE_Gen","GDPpc_2015.","Population","WDI_Manu_GDP_.","WDI_CoalRents_.","WDI_OilRents_.","WDI_NGRents_.","WDI_NG_El_.","WDI_Coal_El_.","logGDPpc","BP_GasReserve_tM3","BP_GasProduction_bM3","BP_CoalProduction_mTon","BP_CoalReserve_mTon","BP_CoalR2P_yr","LogBP_GasR2P_yr","HHI_Gas_Import","contiguity_Gas_Import","agree_Gas_Import","sanction_Gas_Import","common_language_Gas_Import","colony_Gas_Import","HHI_Gas_Export","contiguity_Gas_Export","agree_Gas_Export","sanction_Gas_Export","common_language_Gas_Export","colony_Gas_Export","NetValue_Gas_Import","NetQuantity_Gas_Import","HHI_Coal_Import","contiguity_Coal_Import","agree_Coal_Import","sanction_Coal_Import","common_language_Coal_Import","colony_Coal_Import","HHI_Coal_Export","contiguity_Coal_Export","agree_Coal_Export","sanction_Coal_Export","common_language_Coal_Export","colony_Coal_Export","NetValue_Coal_Import","NetQuantity_Coal_Import","R_IndepProducer","R_Private","R_Unbundle","R_WholeSale","R_IndepReg","R_Choice","R_Liberalization","R_Corp","StateCapacity","num_supply_policy","binary_airqual","ghg_ambition_n","cw_2030","annex_one","annex_two"
"NAM-2005","NAM",2005,0.8,33,0,0,0,0,4.78749174278205,0,0,0,0,0,0,3634.62037291116,1962865,10.488028634917,0,0,0,0,0.180722891566265,8.97648121805892,0,0,0,0,0,0,0.996411739656763,1,1,0,1,0,0.728544691729962,0.999638551903124,0.999638551903124,0,0.904424755696751,0,1495.635,5262.942,0.852113350621561,1,1,0,1,0,0.724439381848866,1,1,0,1,0,291.206,1745.611,0,0,0,0,1,0,1,0,0.6343,1,0,1,0,0,0
"NAM-2006","NAM",2006,0.8,34,0,0,0,0,4.78749174278205,0,0,0,0,0,0,3845.28842384689,1986558,12.5930620079147,0,0,0,0,5.23038605230386,9.03282516198878,0,0,0,0,0,0,0.972918902949267,1,1,0,1,0,0.868863697831916,0.999656039324086,0.999656039324086,0,0.99048792385336,0,1444.685,10322.896,0.999983538322544,1,1,0,1,0,0.971276376414118,1,1,0,1,0,886.746,8797.121,0,0,0,0,1,0,1,0,0.6107,1,0,1,0,0,0
"NAM-2007","NAM",2007,0.8,35,0,0,0,0,4.78749174278205,0,0,0,0,0,0,4001.70904003127,2011492,13.4726917149161,0,0,0,0,1.96700507614213,9.07269807901862,0,0,0,0,0,0,0.915004651078728,0.999985396899849,0.999985396899849,1.46031001505434e-05,0.999985396899849,0,0.874823345013092,0.999898275515679,1,0,0.985550037002281,0,2930.851,6454.642,0.999951790974735,0.999986966542241,0.999986966542241,1.3033457758669e-05,0.999986966542241,0,0.995673404152175,1,1,0,0.999781158816174,0,11818.348,179825.596,0,0,0,0,1,0,1,0,0.6557,1,0,1,0,0,0
"NAM-2008","NAM",2008,0.8,36,0,0,0,0,4.78749174278205,0,0,0,0,0,0,4053.22005134037,2038552,11.2725489700267,0,0,0,0,10.6234096692112,9.08548818875974,0,0,0,0,0,0,0.950264247119933,0.999997986685665,0.999998082557776,1.91744222411026e-06,0.999997986685665,0,0.895271063746408,0.999313252226918,0.999796983322556,0,0.964299141314646,0,3725.967,10031.58,0.956625441548145,0.977824108901297,0.977901872545551,0,1,0,0.999952801741107,0.999984266958252,0.999984266958252,0,0.999976400437379,0,21444.896,139771.158,0,0,0,0,1,0,1,0,0.65,1,0,1,0,0,0
"NAM-2009","NAM",2009,0.8,37,0,0,0,0,4.78749174278205,0,0,0,0,0,0,4007.48531753122,2067919,12.8648225649603,0,0,0,0,5.23489932885906,9.07414049088767,0,0,0,0,0,0,0.944871587858516,0.999999359623766,1,0,1,0,0.554649566815194,0.307080989198646,0.999848089595709,0,0.987505369247048,0,1570.427,4719.112,0.999127067251302,1,1,0,1,0,0.616368656231676,0.767373648491469,0.767373648491469,0,0.999458890878013,0,14346.117,105166.412,0,0,0,0,1,0,1,0,0.59,1,0,1,0,0,0
"NAM-2010","NAM",2010,0.8,38,0,0,0,0,4.78749174278205,0,0,0,0,0,0.0076923076923076,4186.04220102316,2099271,12.2993867891641,0,0,0,0,4.21455938697318,9.11773225458102,0,0,0,0,0,0,0.93101571871692,0.989832566853226,1,0,0.989832566853226,0,0.684943927203201,0.99993656269998,0.999941014440333,0,0.982851896163156,0,3995.789,1013.462,0.769166651336715,0.133135160183815,1,0,0.133135160183815,0,0.963682018872153,0.998700271859803,0.998960217487842,0,0.98281109534589,0,2913.134,10209.775,0,0,0,0,1,0,1,0,0.6867,2,0,1,0,0,0
"NAM-2011","NAM",2011,0.8,39,0,0,0,0,4.78749174278205,0,0,0,0,0,0.0069930069930069,4330.94408551987,2132340,13.457262374441,0,0,0,0,1.3986013986014,9.15176210099637,0,0,0,0,0,0,0.998409765289546,1,1,0,1,0,0.876050285388578,0.99862907862117,0.998649889571893,0,0.991064298033625,0,2889.561,1484.263,0.754922953232004,0.0198150851233686,1,0,0.139671239293686,0,0.376966351597926,0.982140750701866,0.999994101965225,0,0.838087149361833,0,4482.395,22774.739,0,0,0,0,1,0,1,0,0.7836,2,0,1,0,0,0
"NAM-2012","NAM",2012,0.8,40,0,0,0,0,4.78749174278205,0,0,0,0,0,0.0061349693251533,4476.41441125472,2167470,12.1900058944767,0,0,0,0,0.912964090079124,9.18479892048197,0,0,0,0,0,0,0.993749652372488,0.99995211039894,1,0,1,0,0.728573002989045,0.99581931036089,0.996401579112855,0,0.993961873042122,0,1980.929,700.584,0.484479698850902,0.552013972592571,0.999433225855744,0,0.552581035899932,0,0.600064090874977,0.999988636094605,0.999988636094605,0,0.245008641303061,0,12415.192,68109.142,0,0,0,0,1,0,1,0,0.6937,2,0,1,0,0,0
"NAM-2013","NAM",2013,0.8,41,0,0,0,0,4.78749174278205,0,0,0,0,0,0.0149253731343283,4648.31721122161,2204510,10.3182587782274,0,0,0,0,3.08039068369647,9.22248181318187,0,0,0,0,0,0,0.997907985815356,0.999905147273993,0.99999677097103,0,0.999909183560206,0,0.879976019697919,0.999978908070827,1,0,0.989517311200869,0,1658.743,2287.879,0.417203124463805,0.601405826170929,1,0,0.784895808992715,0,0.585827140564178,0.999952231961595,0.999976115980797,0,0.999211827366309,0,15686.919,117114.264,0,0,0,0,1,0,1,0,0.6786,3,0,1,0,0,0
"NAM-2014","NAM",2014,0.8,42,0,0,0,0,4.78749174278205,0,0,0,0,0,0.0197368421052631,4846.88957442448,2243001,9.90856529052312,0,0,0,0,0,9.26431372349219,0,0,0,0,0,0,0.981281373836707,1,1,0,1,0,0.994286055817397,1,1,0,0.997945221892073,0,1833.561,5153.549,0.812273854096809,0.98914044073146,1,0,1,0,0.589342811108156,0.724534895672731,1,0,0.991982732038236,0,2900.368,2789.836,0,0,0,0,1,0,1,0,0.6179,3,0,1,0,0,0
"NAM-2015","NAM",2015,0.8,43,0,0,0,0,4.78749174278205,0,0,0,0,0,0.0256410256410256,4965.67282931154,2282704,11.4171848223968,0,0,0,0,0.455729166666667,9.28852535191991,0,0,0,0,0,0,0.888017901922208,0.999999184009635,0.999999184009635,0,0.999999184009635,0,0.560700536311879,0.99179450588655,0.992852895706981,0,0.994077773813771,0,2378.355,3508.334,0.450513601415651,0.470252049974185,1,0,0.999559367254646,0,0.546766812406254,0.697027637754215,0.971840778724144,0,0.755895474824729,0,7048.827,62390.722,0,0,0,0,1,0,1,0,0.6551,5,0,1,0,0,0
"NAM-2016","NAM",2016,0.8,44,0,0,0,0,4.78749174278205,0,0,0,0,0,0.0408163265306122,4880.44510069008,2323352,11.6787885338894,0,0,0,0,2.7210884,9.27121297400404,0,0,0,0,0,0,0.815528045720589,0.994055004829103,1,0,0.994055004829103,0,0.462260093396015,1,1,0,0.937482634065018,0,1658.556,1189.169,0.888795168154348,0.987007777601996,1,0,1,0,0.554374626749431,0.33462709849948,0.999962858416283,0,0.999777150497697,0,3820.996,5021.881,0,0,0,0,1,0,1,0,0.437547283512828,6,0,1,0,0,0
"NAM-2017","NAM",2017,0.8,45,0,0,0,0,4.78749174278205,0,0,0,0,0,0.0574712643678161,4746.18339074779,2364534,12.220043443396,0,0,0,0,2.2988505,9.24331734752588,0,0,0,0,0,0,0.846556323209811,1,1,0,0.99667212069109,0,0.518386581524337,1,1,0,0.997157552788305,0,396.295,798.924,0.497945131564315,0.358697995529539,1,0,1,0,0.608310535416185,0.267226448830768,1,0,0.999992988114855,0,5520.526,75020.195,0,0,0,0,1,0,1,0,0.645278424139407,8,0,1,0,0,0
"NAM-2018","NAM",2018,0.8,46,0,0,0,0,4.78749174278205,0,0,0,0,0,0.184397163120567,4714.45257924139,2405680,12.298834816785,0,0,0,0,0.7092199,9.2366093565219,0,0,0,0,0,0,0.882838621354195,0.999456127628716,1,0,0.999456127628716,0,0.955550364750882,0.977578475336323,1,0,1,0,1173.277,547.527,0.504799615136046,0.999989585465185,0.999989585465185,0,0.999979816792993,0,0.411505398732666,0.555861251292029,1,0,1,0,2326.571,24641.494,0,0,0,0,1,0,1,0,0.421457936065755,8,0,1,0,0,0
"NAM-2019","NAM",2019,0.8,47,0,0,0,0,4.78749174278205,0,0,0,0,0,0.272058823529412,4596.61963564645,2446644,12.4623987354749,0,0,0,0,2.2058823,9.21129772067624,0,0,0,0,0,0,0.975894912681423,0.998654437736744,1,0.0001240043070315,0.998778442043776,0,0.998855503877375,1,1,0,0.000572575904479,0,342.444,1167.355,0.517714157099943,0.665994749695734,0.998448833729313,0,0.999999606382312,0,0.500306089845373,0.999396281091524,0.999796642051882,0,1,0,8334.134,86220.874,0,0,0,0,1,0,1,0,0.421049260482826,8,0,1,0,0,0
"NAM-2020","NAM",2020,0.8,48,0,0,0,0,4.78749174278205,0,0,0,0,0,0.2,4152.18069999648,2489098,11.0196432133057,0,0,0,0,2.051282,9.10961021525081,0,0,0,0,0,0,0.896103765345545,0.999102254969937,0.999567944034523,0,0.999102254969937,0,1,1,1,0,1,0,1675.563,98.075,0.892960365901957,0.997668558211905,0.999894083789753,0,0.999373091386522,0,0.921165801770226,0.981338282778131,1,0,0.981334284124345,0,3049.099,62304.648,0,0,0,0,1,0,1,0,0.283750602406133,8,0,1,0,0,0
"NAM-2021","NAM",2021,0.8,49,0,0,0,0,4.78749174278205,0,0,0,0,0,0.254777070063694,4228.78499651537,2530151,10.7390001309884,0,0,0,0,3.1847134,9.12789126607249,0,0,0,0,0,0,0.630471171006737,1,1,0,1,0,1,1,1,0,1,0,168.137,151.821,0.939452679060674,0.999970295623546,1,0,0.999970295623546,0,0.736080543842139,0.999818835959479,1,0,0.999739686621388,0,2629.588,56093.533,0,0,0,0,1,0,1,0,0.803674684214524,8,0,1,0,0,0
"NGA-2000","NGA",2000,0,0,0,0,0,0,0,3930,20,8.27639470486331,0,0,0,1462.53629195275,122851984,13.93340041394,4.02063709273317e-05,22.0499275524037,0.564094593247378,61.7844774903239,0,7.99405005013824,3.9007,11.2044640371,5.28355211141193,190,52.0437562631603,5.85259902955902,0.512605472878191,0.0028426710771139,0.853520605058232,0,0.858671869616153,0.0021836882365102,0.675838234154519,1.53264973567265e-06,1.64906600140125e-06,0,0.080016900504464,0,-310503.873,-2026975.951,0.590321790248862,0.0781372089388967,0.89451476793249,0,1,0.754492889513987,1,1,1,0,1,0,37.577,6.389,1,0,0,0,0,0,0,1,-0.5486,0,0,1,1,0,0
"NGA-2001","NGA",2001,0,0,0,0,0,0,0,3930,21,8.27639470486331,0,0,0,1508.55389487,126152678,13.9253596044022,6.70645190902397e-05,15.2354705757222,0.726754459284971,61.7837278489199,0,8.02502944174833,4.401065,15.2613423959218,3.12007123455089,190,87.8006649040259,5.66427884580732,0.415643037609397,0,0.894501943956537,0.628798750454624,0.730992503291616,0.0002029947362337,0.486671619131605,9.17627634223945e-07,0.0012205319711376,0,0.272160231969059,0,-454465.453,-2441812.391,0.406422840038196,0.0026887141224709,0.888720844256235,0,0.584425623445587,0.470457753579351,0.99999460002916,2.69999271001968e-06,1,0,2.69999271001968e-06,0,1741.116,-9970.273,1,0,0,0,0,0,0,1,-0.6146,0,0,1,1,0,0
"NGA-2002","NGA",2002,0,0,0,0,0,0,0,4206,22,8.34426735626264,0,0,0,1693.74606889937,129583026,11.8118130813701,0.000481811735688,11.1446404443733,0.501989566605627,61.7823160826178,0,8.14082062000998,4.747435,17.1403914386859,5.49363711512727,190,47.302206194257,5.62392200053769,0.210279315917018,0,0.811987200582556,0.0005601495599325,0.511006238665724,0.0268689740160622,0.551072537762446,4.66126642104555e-07,0.699666913848922,0,0.0546815445373103,0,-544756.835,-2239020.573,0.96351541828075,0,1,0,0.981498927301947,0.981498927301947,0.816743023740109,1,1,0,1,0,32.538,123.377,1,0,0,0,0,0,0,1,-0.6756,0,0,1,1,0,0
"NGA-2003","NGA",2003,0,0,0,0,0,0,0,4206,23,8.34426735626264,0,0,0,1769.88259499167,133119801,12.0606068371394,0.000266977305556,12.1202192108891,0.778807998966763,63.0994847403884,0,8.18479114918441,4.928625,21.3938891225617,5.06592486124252,190,50.1439084830835,5.43970999724156,0.24079629496753,0.0001019168867788,0.687351265043357,0.104853791732842,0.161889878803835,0.056585954154387,0.539317429768301,1.11048253879792e-07,0.739270925008829,0,0.198230727786312,4.59222102510419e-07,-972475.009,-4790121.462,0.495359844463012,0,0.324270723472483,0.0439686817017163,0.879290234560024,0.0099760136727253,1,1,1,0,0,0,182.591,2505.961,1,0,0,0,0,0,0,1,-0.671,0,0,1,1,0,0
"NGA-2004","NGA",2004,0,0,0,0,0,0,0,4206,24,8.34426735626264,0,0,0,1882.18236649766,136756848,10.8615699225558,0.0002191572255001,14.4183481253408,0.689215296398891,66.5993820803296,0,8.24630987215117,4.967455,22.8941969092133,5.9687090492976,190,46.0838624327687,5.37977944713379,1,0,0,0,1,0,0.472924925837087,2.18321272437028e-07,0.850002138932011,0,0.0673071429170125,0,-1026082.124,-5272043.957,0.986400084737691,0,0.0068448509795524,0,0.999700771541877,0.0065456225214299,1,1,1,0,1,0,335.774,5346.885,1,0,0,0,1,0,0,1,-0.808,0,0,1,1,0,0
"NGA-2005","NGA",2005,0,0,0,0,0,0,0,4686,25,8.45233461906774,0,0,0,1950.12276205561,140490722,10.0610833216537,0.0001345616257104,17.695803965512,0.287750139206183,66.999447725052,0,8.28177026080621,4.89421,22.9839866885317,3.62069007496608,190,77.0539426227576,5.36101041025292,0,0,0,0,0,0,0.494832384971126,6.27921680333487e-08,6.27921680333487e-08,0,0.0429765140408421,0,-1275323.343,-5653571.315,0.969709637536812,0,0,0,0.988310317785295,0.0036143850623172,0.428461676563043,0.434122647237401,0.939283545840923,0.485731633272617,0.453551912568306,0,1111.021,10510.251,1,0,0,1,1,0,1,1,-0.7221,0,0,1,1,0,0
"NGA-2006","NGA",2006,0,0,0,0,0,0,0,4686,26,8.45233461906774,0,0,0,2013.27441764528,144329764,8.85287260822081,0.0001081285095256,14.8803763188218,0.732425679471773,72.8991778450887,0,8.31364039540331,4.94665,26.8915082431326,7.80952470561978,190,34.8838491520658,5.21465530069852,0.951044473655141,0,0.025103860573513,0,0.025103860573513,0.024939203566724,0.363702677171919,4.72008814890068e-09,0.168378636746904,0,0.140102755481973,0,-2799948.282,-9533641.305,0.788874245495876,0,0.106067950988921,0,0.096648437745658,0.094337286572264,0,0,0,0,0,0,354.704,1526.512,1,0,0,1,1,0,1,1,-0.691,0,0,1,1,0,0
"NGA-2007","NGA",2007,0,0,0,0,0,0,0,5121,27,8.54110501146255,0,0,0,2088.60485196107,148294028,8.40137965699572,0.0003783124845786,13.8343651228424,0.757101200988554,72.9001653755766,0,8.35037424344103,5.0274,33.6342278031346,4.26630150957167,190,64.3632512304691,5.00711399776811,0.855781076624136,0,3.38729290937975e-05,0,3.38729290937975e-05,3.38729290937975e-05,0.336076707630308,3.48063676961777e-08,0.402186614108302,0,0.157476557047586,0,-3876334.969,-11348202.946,0.543134515161503,0,0.196380177326327,0,0.895229511815201,0.0225816074923544,0.422231770572431,0.0193960750117263,0.794880217754589,0,0.613152256374955,0.0013101069926075,-1343.295,-27742.743,1,0,0,1,1,0,1,1,-0.5146,1,0,1,1,0,0
"NGA-2008","NGA",2008,0,0,0,0,0,0,0,5771,28,8.66060065471097,0,0,0,2170.05925451045,152382506,8.16891297225158,0.0009296096354736,15.529944090028,0.749813672501435,72.8990999526291,0,8.3886324087174,5.0274,32.7792187435251,4.10016821599907,190,71.3896945040956,5.03286349114311,0.237497813651684,0,0.211400108097714,0,0.0704138051422026,1.12018356074615e-05,0.274097686541396,5.38176100078393e-08,0.420431150978428,0,0.0440032688511923,0,-6937269.98,-14585232.373,0.574566632724034,0,0.813891630408149,0,0.916250438125337,0.741961792288358,0,0,0,0,0,0,229.292,2199.713,1,0,0,1,1,0,1,1,-0.4041,1,0,1,1,0,0
"NGA-2009","NGA",2009,0,0,0,0,0,0,0,5960,29,8.6928257600594,0,0,0,2281.38680706176,156595758,7.83841193672558,0.0003816725797867,8.67398818858118,0.522028083602619,77.0996612226323,0,8.4386614420812,5.0274,23.1919387666798,5.28730636110515,190,47.6206252394278,5.37885347950912,0.746756636673876,0,0.998922458527288,0,5.23428856091358e-05,0,0.287207473081872,0.0003071427103703,0.435927005979426,3.59777369752353e-05,0.0627013387994089,2.22488069881902e-05,-4102502.156,-7470093.717,0.999217174844178,0,0.99992750513091,0,0.999940912612984,0.0002599429173434,1,0,0,0,0,0,26546.882,389558.554,1,0,0,1,1,0,1,1,-0.3948,1,0,1,1,0,0
"NGA-2010","NGA",2010,0,0,0,0,0,0,0,5960,30,8.6928257600594,0,0,0,2397.32402953237,160952853,6.55281697610582,0.0006237720302393,12.0986066267503,0.620085796949933,75.5981777114199,0,8.48823106290966,4.91869158878505,30.9066673964247,8.27286593870536,190,30.9326986704415,5.06982590290491,0.408095449248915,0,0.323168744747629,0,0.85476872416691,5.14517982403485e-05,0.200772885533743,0.0003448530507047,0.415905266704223,0,0.182122267562459,0.0172107747556657,-5993971.426,-13903544.953,0.660302383596195,0,0.195244996159682,0,0.978194880233162,0.115612842166961,0,0,0,0,0,0,267.399,1115.793,1,0,1,1,1,0,1,1,-0.2281,2,0,1,1,0,0
"NGA-2011","NGA",2011,0,0,0,0,0,0,0,6140,31,8.72258002114119,0,0,0,2455.74698963536,165463745,7.17108429622259,0.0005964587795861,15.5113433318503,0.95137055258512,78.2385144632685,0,8.51230892304063,4.91680826961201,36.4258155630392,7.54520983335498,190,35.3576743406559,4.90513713125345,0.475350603685153,0.0963218946733296,0.878869478739861,0,0.0234123480011957,5.15993564528263e-06,0.160065941978638,2.83002448115798e-05,0.451548191206302,0,0.227715342094601,0.0564096041252101,-10076187.75,-17159135.338,0.960248366819381,0,0.989370180338818,0,0.997961309410863,0.0027919108912957,0.995028683799905,0,1,0,0.998926485513244,0,-7248.217,10440.517,1,0,1,1,1,0,1,1,-0.2243,2,0,1,1,0,0
"NGA-2012","NGA",2012,0,0,0,0,0,0,0,7104,32,8.86841328467201,0,0,0.0007326007326007,2490.2136142182,170075932,7.72454667172196,0.0005441244250987,13.0904727134596,0.944828584323691,80.2863512854456,0,8.52624643095144,4.86246105919003,39.1603025449981,5.53377923806677,190,39.1321195138131,4.82163643600119,0.966759796086424,0.983099623740962,0.983421365436005,0,0.99994637638416,0.000268118079202,0.191809001174876,8.04094390220114e-06,0.640596993244795,0,0.241092476589346,0.007641057841836,-13175984.794,-15735379.131,0.993034270220296,0,0.999323867184736,0,0.998392736061817,0.0018590399099927,0.952590392865802,0,1,0,0.97570494682408,0,6911.974,31249.824,1,0,1,1,1,0,1,1,-0.2601,2,0,1,1,0,0
"NGA-2013","NGA",2013,0,0,0,0,0,0,0,8063,33,8.99504097468502,0,0,0.0007285974499089,2585.64771859088,174726123,8.92892932162235,0.0003587942632094,9.88011499667836,0.707231138877851,81.5600872485545,0,8.56385398000553,4.85169923534409,33.0995708439933,15.7570853769494,190,13.9776436003563,4.98756396351278,0.438831192516793,0.595957409611975,0.751109298124391,0,0.996578450062853,0.151613789428992,0.162242857337877,8.99832073051907e-05,0.800471162084835,0,0.368099127084001,0,-9033589.027,-13625566.679,0.406723154140691,0,0.849521100903626,0,1,0.300957798192748,0.470491713665115,0,1,0,0.985647649802655,0,-6.801,60.447,1,1,1,1,1,1,1,1,-0.2699,3,0,1,1,0,0
"NGA-2014","NGA",2014,0,0,0,0,0,0,0,8063,34,8.99504097468502,0,0,0.0006535947712418,2677.49412204549,179379016,9.63581160267111,0.000247381085254,7.0738580847829,0.706958402345768,82.4086870681145,0,8.5987592633347,5.05778816199377,39.982533318791,3.80344980307356,190,75.0171311401416,4.84024185286326,0.421057653857841,0,0,0,0.612363781681806,0.10130492922027,0.16476691092222,7.66046742884676e-05,0.753895582861862,0.0033257611644141,0.417643455433407,0.0041681722653208,-10889899.616,-15849816.52,0.997548641949941,0,0.999100221981504,0,0.999555431622924,0.0004552096414206,0.582448166685951,0,0.0027835406219701,0,0.294968428880711,0,10256.72,168577.306,1,1,1,1,1,1,1,1,-0.3984,3,0,1,1,0,0
"NGA-2015","NGA",2015,0,0,0,0,0,0,0,9878,35,9.19806534110057,0,0,0.0009737098344693,2679.55476480921,183995785,9.42843732196167,0.0002256107808246,2.78345150643408,0.606650567592808,81.8048749443136,0,8.59952858349917,5.02006396601529,47.5652854212,6.54475359199196,190,42.8090736403118,4.65909475754235,0.862518982145639,0,0.977410163223754,0,0.927281994417778,0,0.143951738051866,0.0002134331408867,0.431755380889014,0,0.403535136336623,0.0042530558993322,-8127636.158,-16106060.6,0.425435514480143,0,0.581077324566084,0.0007590700508276,0.766769190516902,0.0007590700508276,0.314158182860278,0,0.629112088848375,0,0.39482236967172,0,30474.249,473986.008,1,1,1,1,1,1,1,1,-0.39,5,0,1,1,0,0
"NGA-2016","NGA",2016,0,0,0,0,0,0,0,10004,36,9.21074029199751,0,0,0.0009372071227741,2570.96027836553,188666931,8.67969778187677,0.0003152419820836,2.68429043488445,0.482590199613052,72.69604,1.9368948,8.55815741359895,5.2014440818266,42.6370208472,3.1985107463239,190,86.8349547813867,4.80396866420359,0.465142003834103,0,0.88183626445044,0,0.357917954979617,0.193138625755755,0.122813640616844,1.2078599845851e-06,0.436124979458187,0,0.453383434957654,0.0099432093585116,-4557478.297,-13730845.363,0.999145650521986,0,0.999860393211442,0,0.99999807238147,0.0002833127169286,1,0,1,0,1,0,71389.363,1016724.732,1,1,1,1,1,1,1,1,-0.248398850025431,5,0,1,1,0,0
"NGA-2017","NGA",2017,0,0,0,0,0,0,0,10004,37,9.21074029199751,0,0,0.0009151921903599,2527.00012036433,193495907,8.7419934924232,0.0004466789600321,5.47262882301734,0.679652469225142,74.47392,1.9823116,8.54091081134919,5.3455265,47.205618950925,8.18959300136416,190,34.3915547896901,4.72950239080551,0.732913912255213,0,0.125254575185818,0,0.882800700779315,0,0.101659827189236,0,0.458383266917119,0,0.452030825658157,0.0039041195421718,-5671829.977,-16716672.332,0.336602836685101,0,0.62206924371718,0,0.999733781518554,0.0003748548447356,0.973452519188944,0.0124330731930478,1,0,1,0,-12365.462,46789.872,1,1,1,1,1,1,1,1,-0.261587643656305,7,0,1,1,0,0
"NGA-2018","NGA",2018,0,0,0,0,0,0,0,10579,38,9.26662618298678,0,0,0.0009419152276295,2512.0809827586,198387623,9.64894748139941,0.0004414315722529,7.69068153465603,0.968367262124034,73.85436,1.8518517,8.53498942175745,5.39124749193625,48.26955379755,11.7030863940748,190,20.5322378563271,4.71573107700971,0.978504149062098,0,0.989178994867088,0,1,4.44979810779288e-05,0.12337372349743,5.8479075385868e-07,0.635523095875399,0,0.418072854255484,0.0001992797240607,-7170524.867,-15700176.12,0.960715530594105,0,0.980430109104377,0,0.982610593299199,0.0004258550255987,0.487094775182204,0.555193547250889,0.577443115776126,0,1,0,13894.519,93474.423,1,1,1,1,1,1,1,1,-0.524980390490503,8,0,1,1,0,0
"NGA-2019","NGA",2019,0,0,0,0,0,0,0,10692,39,9.27725107725881,0,0,0.0012638230647709,2505.46274518312,203304492,11.5223586980411,0.0003441901707943,6.51475056054778,0.855086670258244,71.248024,1.7693523,8.53235138140444,5.47297945,49.279148609025,5.93439188832208,190,47.796665397692,4.71007739386715,0.948795454516291,0,0.973859891332177,0,0.999993449141592,0.0001428451069545,0.126681190613392,0.0002145531209925,0.493965022511542,0,0.284854023665812,0.0141196704622329,-6783130.331,-17070396.899,0.987377802548696,0,0.994983052331979,0,0.999455052465615,0.0008011932489978,0.987393528676764,0.993659861848777,1,0,1,0,5346.174,41716.255,1,1,1,1,1,1,1,1,-0.383778112023348,8,0,1,1,0,0
