"","Country.Code","year","Coal_AnnualMtCO2","Coal_duration_year","Coal_Share_Ret","Coal_Share_EarlyRet","Coal_Share_Tran","Coal_Share_PhasedOut","Coal_logCurrent_MW","Gas_Current_MW","Gas_duration_year","Gas_logCurrent_MW","Coal_Gen_Decline_Perc","Gas_Gen_Decline_Perc","Share_VRE_Gen","GDPpc_2015.","Population","WDI_Manu_GDP_.","WDI_CoalRents_.","WDI_OilRents_.","WDI_NGRents_.","WDI_NG_El_.","WDI_Coal_El_.","logGDPpc","BP_GasReserve_tM3","BP_GasProduction_bM3","BP_CoalProduction_mTon","BP_CoalReserve_mTon","BP_CoalR2P_yr","LogBP_GasR2P_yr","HHI_Gas_Import","contiguity_Gas_Import","agree_Gas_Import","sanction_Gas_Import","common_language_Gas_Import","colony_Gas_Import","HHI_Gas_Export","contiguity_Gas_Export","agree_Gas_Export","sanction_Gas_Export","common_language_Gas_Export","colony_Gas_Export","NetValue_Gas_Import","NetQuantity_Gas_Import","HHI_Coal_Import","contiguity_Coal_Import","agree_Coal_Import","sanction_Coal_Import","common_language_Coal_Import","colony_Coal_Import","HHI_Coal_Export","contiguity_Coal_Export","agree_Coal_Export","sanction_Coal_Export","common_language_Coal_Export","colony_Coal_Export","NetValue_Coal_Import","NetQuantity_Coal_Import","R_IndepProducer","R_Private","R_Unbundle","R_WholeSale","R_IndepReg","R_Choice","R_Liberalization","R_Corp","StateCapacity","num_supply_policy","binary_airqual","ghg_ambition_n","cw_2030","annex_one","annex_two"
"NLD-2011","NLD",2011,21.1,30,0,0,0,0,8.37031599555548,10004,32,9.21074029199751,0,7.7791052701447,0.0456901853967137,44869.3129413094,16693074,10.8031102821672,0,0.0513023587099409,0.967144018557186,60.9627686178848,21.7070452690786,10.8703616779998,1.0871724,69.4972222222222,4.36470259326598,497,171.936966287585,2.75004869245481,0.380664834349571,0.201003117835987,0.996236797015488,0,0.201003117835987,0,0.390551387949692,0.531947224617817,1,0,0.531947224617817,0,-1436486.008,-3350281.603,0.288308742371917,0.0046062241996518,0.133978487637098,0,0.0548546428115561,0,0.659072538721556,0.838058198998802,0.992716086310655,0.0004646598331354,0.0312041336806975,0,5177732.533,47176689.002,1,0,1,1,1,1,1,1,2.383,6,1,0,0,1,1
"NLD-2012","NLD",2012,21.1,31,0,0,0,0,8.37031599555548,12166,33,9.40640045488065,0,24.9170317270676,0.0501600853788686,44242.9735261304,16754962,10.7351684467491,0,0.0544334924427504,1.07545709194109,54.7871207574203,26.440976591996,10.8563041388108,0.8441054,68.4027777777778,5.99173265831026,497,135.127373110894,2.51286393372536,0.575398384681847,0.117707607399539,0.999999992173848,0,0.117707618443109,0,0.378909766530049,0.507468458538555,0.99999999412738,0,0.507468461357413,0,-3159959.9,-5528269.029,0.264173639082134,0.0066907112015561,0.0801528318290883,0,0.0106549243725475,0,0.629927012969194,0.821046659029697,0.993000047942546,0,0.0329055679091854,0,4330481.459,42255472.643,1,0,1,1,1,1,1,1,2.355,6,1,0,0,1,1
"NLD-2013","NLD",2013,21.1,32,0,0,0,0,8.37031599555548,14011,34,9.54759801437123,0,25.5675029868578,0.0595073891625615,44055.3042590473,16804432,10.2880857822467,0,0.0489230990645562,1.06858270146467,55.1417394039475,27.0690807580404,10.8520533299756,0.79284036,72.4055555555556,8.32126345057614,497,86.873426895413,2.39333885925305,0.362337135365688,0.391774138791549,0.981846909385359,0,0.391774138791549,0,0.45914432767969,0.60920670989205,0.99999999294738,0,0.60920670989205,0,-10045942.292,-17676802.989,0.232559060374711,0.0037175318072043,0.544501215192835,0,0.0067138158996627,0,0.525833232816411,0.769807052745444,0.99825062922962,0,0.059409170373873,0,4187470.019,47900830.221,1,0,1,1,1,1,1,1,2.322,9,1,0,0,1,1
"NLD-2014","NLD",2014,21.1,33,0,0,0,0,8.37031599555548,14011,35,9.54759801437123,0,31.6075932563388,0.0632629335400115,44521.8945390276,16865008,10.3606528083864,0,0.0610565682264859,0.625839472123598,49.8191804134677,31.3485079966737,10.8625886506222,0.70622012,60.3861111111111,9.89047749691579,497,78.5171161301837,2.45916784359402,0.309115195843645,0.297397864190661,0.979527776771641,0,0.297397864190661,0,0.341965670063322,0.465417425319149,0.999999951930091,0,0.465417425319149,0,-8330735.704,-17241252.716,0.222579359577761,0.0023867010985852,0.734393725994463,0,0.0018399052809338,0,0.579139326434351,0.823338426008993,0.999406449178303,0,0.0709919114787302,0,3939735.972,51886292.374,1,0,1,1,1,1,1,1,2.331,9,1,0,0,1,1
"NLD-2015","NLD",2015,21.4,34,21.7074651021647,8.92170746510216,14.1816710499697,0,8.50572771330696,14011,36,9.54759801437123,0,39.2539492897916,0.079595588235294,45193.4032187971,16939923,10.8017588201876,0,0.0277934109206209,0.409802071791948,42.2794585263923,38.6535840828564,10.8775587000355,0.729201,45.8722222222222,13.921511101106,497,70.6338043150246,2.76608966064223,0.333628342460059,0.438927762561584,0.970152739407206,0.335906766023649,0.438927762561584,0,0.392265557717299,0.563012056822809,0.981800532996671,5.71989199724336e-09,0.563012067182169,0,-4450131.194,-11526076.873,0.222232476277693,0.0016389008081131,0.769275869098754,0.0002861660825741,0.0022018660615212,0,0.517570594969883,0.795592149636248,0.998710661645228,9.75675696108012e-08,0.0873843498335731,0,2972285.141,47527061.381,1,0,1,1,1,1,1,1,2.213,9,1,0,0,1,1
"NLD-2016","NLD",2016,25.6,35,17.756081416515,7.29769981797121,11.6001985768658,0,8.70665585636156,14011,37,9.54759801437123,6.75298299060676,30.2933758130891,0.085829746112624,45938.7850440865,17030314,10.8510497122133,0,0.0142927116318486,0.229978465875855,46.13019,32.267414,10.8939173206659,0.6540712,44.2861111111111,14.1129037282874,497,55.7694337235353,2.69254510507577,0.334731978295148,0.482818367077722,0.89351961529034,0.28117209037097,0.482818367077722,0,0.464265636864783,0.640532087975262,0.999986136206512,6.00382541192872e-11,0.640532087975262,0,-3101834.595,-12402220.964,0.230875068657212,0.0026571223376318,0.794518857361219,0.0002260981040192,0.0009130808608642,0,0.639892613189369,0.818976148919607,0.989667980395285,0,0.0227043437363156,0,2758060.453,47101497.243,1,0,1,1,1,1,1,1,1.33132717815838,9,1,0,0,1,1
"NLD-2017","NLD",2017,19.7,36,17.756081416515,7.29769981797121,31.5571735892769,19.956975012411,8.48404997282298,14011,38,9.54759801437123,20.5889819751206,23.3107659630957,0.110428917329644,46997.3454541962,17131296,11.052420523853,0,0.0205884596366125,0.257105896754391,49.956764,27.049463,10.9166986907524,0.6142966,37.9305555555556,5.71426807075286,497,142.210709957463,2.78472087094191,0.498585230828953,0.684638450001122,0.914562285498748,0,0.684638450001122,0,0.52521095684744,0.701232958141837,0.991231577851366,0,0.701232958141837,0,-3153414.02,-7675442.738,0.250664946079042,0.0020340387731587,0.770632727435864,6.80167545412844e-08,0.0063209293129452,0,0.5597326213756,0.769605387700323,0.988974827306292,0,0.028883754815279,0,3733079.753,49125038.023,1,0,1,1,1,1,1,1,1.56457698626428,11,1,0,0,1,1
"NLD-2018","NLD",2018,19.7,37,17.756081416515,7.29769981797121,31.5571735892769,19.956975012411,8.48404997282298,14011,39,9.54759801437123,30.2614876872303,23.6293641311562,0.125439831104856,47826.8191172843,17231624,11.057162458801,0,0.0285323898225818,0.320392140389771,50.606968,24.16432,10.9341941218914,0.17324048,32.325,4.6629351696507,497,187.463923737363,1.67883976240736,0.333530207926132,0.541828280444549,0.800794857854539,0,0.541828280444549,0,0.524702334354183,0.708870089937082,0.956464377836301,0,0.708862863832937,0,-3596704.934,-8874952.5,0.212420412453996,0.002015923009022,0.731957402140004,0,0.010434884211141,0,0.471304727465326,0.711708524641997,0.986627185840927,0,0.0343702639989995,0,4132543.745,43698653.136,1,0,1,1,1,1,1,1,1.9182926767837,12,1,0,0,1,1
"NLD-2019","NLD",2019,16.5,38,17.756081416515,7.29769981797121,42.8926030117491,31.2924044348833,8.33134542484572,14155,40,9.557823197546,55.039350088855,6.2126642771804,0.139995032701382,48443.7320540283,17344874,10.7744248544071,0,0.0211765776530471,0.192462763398317,58.48994,14.661809,10.9470105309332,0.12993036,27.8444444444444,1.11028481633379,497,951.340247333635,1.54036514948776,0.250967162846603,0.440593203867356,0.771075579599817,0,0.440593203867356,0,0.51798079698802,0.69052332508295,0.984715521820244,0,0.690511154959304,0,-749987.935000001,-3924972.839,0.250609422502352,0.0023622069357091,0.644496869591591,0,0.0036937597068741,0,0.505286581457975,0.740959221201446,0.902582514465564,0,0.0375277847519631,0,3121248.535,37450010.354,1,0,1,1,1,1,1,1,1.67618261348004,12,1,0,0,1,1
"NLD-2020","NLD",2020,16.5,39,17.756081416515,7.29769981797121,42.8926030117491,31.2924044348833,8.33134542484572,14155,41,9.557823197546,80.6803757298807,3.69042878003452,0.194234058148058,46303.21886247,17441500,10.8264597692491,0,0.0111244987898519,0.0687746204407482,59.08462,6.197573,10.9018190508786,0.12993036,20.0722222222222,3.83752265820238,497,236.954541082014,1.86766173435607,0.253594173705124,0.417840767502775,0.657216991252907,0,0.417840767502775,0,0.646675228590921,0.796409090068108,0.98406592764635,0,0.796405564755797,0,208.078999999911,1474530.436,0.28684303768963,0.0015887999211757,0.227142305641459,0,0.0011973504478389,0,0.511658282237205,0.752134816155416,0.99597041186949,0,0.0450624661189754,0,1734928.786,26734816.472,1,0,1,1,1,1,1,1,1.2100487125789,12,1,0,0,1,1
"NLD-2021","NLD",2021,16.5,40,17.756081416515,7.29769981797121,42.8926030117491,31.2924044348833,8.33134542484572,14155,42,9.557823197546,62.960142168063,24.8241072613832,0.242578735301373,48301.528960019,17533044,10.8401229733363,0,0.024399192645775,0.312284681581925,46.591564,11.972699,10.9440707859797,0.697906374649002,18.1,0.520631895397678,137.816723892013,549.770567907499,0,0.27150963542613,0.432350260730499,0.599367443685343,0,0.432350260730499,0,0.537320556929757,0.714858707525763,0.994144627700147,0,0.712728871954979,0,-1045374.107,-1272308.862,0.236497091808819,0.0024912467577075,0.489283491924562,0,0.0012371623473937,0,0.391243602765318,0.640172986805093,0.979689939243346,0,0.0286990667640843,0,3279861.177,37193091.264,1,0,1,1,1,1,1,1,1.94695590171667,12,1,0,0,1,1
"NLD-2022","NLD",2022,16.5,41,17.756081416515,7.29769981797121,42.8926030117491,31.2924044348833,8.33134542484572,14155,43,9.557823197546,62.9347550139629,36.4131156245852,0.317975018611961,49979.8526959877,17703090,10.9610640192268,0,5.92497450056143,0.470834016278997,38.89119,13.065784,10.9782275484786,0.386512127175911,5.92313359236377,1.83170406621302,112.54250801066,129.561961060593,1.35153045350709,0.185534094424635,0,0.153326334290141,6.93889390390723e-18,0.0820010049372555,1.38777878078145e-17,0.578270296966663,0.604537833009068,1,0,1,0,461888.657960054,9882038.98651607,0.143715773684825,0,0.380226624942475,0.0546528978298486,0.0466514094904076,0,0.602159399805529,0,0.282458987650361,0,0,0.0582038185637902,8672509.68362296,79368886.9876163,1,0,1,1,1,1,1,1,1.71010413994984,12,1,0,0,1,1
"NOR-1999","NOR",1999,0,0,0,0,0,0,0,80,0,4.38202663467388,0,0,0.0002455996725337,66094.7354617268,4461913,10.1192849692411,2.69160994134634e-05,5.22432027600053,0.0995255032194957,0.228969555226639,0.067873118156468,10.9329136328469,1.2376475,48.10726106,0.506861983283553,1,7.88791534319086,3.24753455595212,0.987760975400345,0.0061488811750904,1,0,0.0061488811750904,0.0020682992039547,0.248372476111297,3.47542862086512e-06,1,0,3.47542862086512e-06,3.47540252514038e-06,-3200461.273,-38308849.516,0.169115741256938,0.0227800208629104,0.854569189284658,0,0.0021847174077656,0.0021847174077656,0.32355220914605,0,1,0,0,0,34630.966,-67915.5599999999,1,1,1,1,1,1,1,1,2.393,2,0,1,1,1,1
"NOR-2000","NOR",2000,0,0,0,0,0,0,0,80,1,4.38202663467388,0,0,0.0002106297830513,67846.5968530147,4490967,8.97469538781233,0.0006868320300199,11.563574057982,0.679904114559037,0.148058746342388,0.0505224158135162,10.9590737623217,1.2495575,49.4224773975,0.608019835045127,1,6.34549386700053,3.23013943886789,0.943184090882507,0.0182396910519008,1,0,0.0182396910519008,0.0015773081538869,0.270389933675047,6.59122431271767e-06,1,0,6.59122431271767e-06,6.59122431271767e-06,-5326677.879,-34440072.867,0.151908759874833,0.0153022921204804,0.999963933338711,0,0.0014414173428464,0.0014414173428464,0.381850654163478,0.0657988849079549,1,0,0.0657988849079549,6.19101358632317e-06,33714.758,67136.4029999998,1,1,1,1,1,1,1,1,2.262,2,0,1,1,1,1
