Country Code,year,Coal_Current_MW,Coal_AnnualMtCO2,Coal_Peak_MW,Coal_Ret_MW,Coal_EarlyRet_MW,Coal_Tran_MW,Coal_duration_year,Coal_Share_Ret,Coal_Share_EarlyRet,Coal_Share_Tran,Coal_Share_PhasedOut,Coal_logCurrent_MW,Gas_Current_MW,Gas_duration_year,Gas_Peak_MW,Gas_Ret_MW,Gas_EarlyRet_MW,Gas_Share_Ret,Gas_Share_EarlyRet,Gas_Share_PhasedOut,Gas_logCurrent_MW,Share_Solar_Gen,Share_Wind_Gen,Share_Nuclear_Gen,Share_Gas_Gen,Share_Coal_Gen,Coal_Gen_Decline_Perc,Gas_Gen_Decline_Perc,rate_coal_gen_5y,rate_coal_share_5y,rate_coal_cap_5y,rate_gas_gen_5y,rate_gas_share_5y,Share_VRE_Gen
IDN,2007.0,10425.0,53.3,10425.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,9.251962046667002,10688.0,29.0,10688.0,0.0,0.0,0.0,0.0,0.0,9.276876895776429,0.0,0.0,,0.2834422804771211,0.430622009569378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,2007.0,77276.7,427.3,77276.7,1150.0,1000.0,0.0,68.0,1.488158785248335,1.2940511176072478,0.0,0.0,11.255147766111294,13923.0,18.0,13923.0,0.0,0.0,0.0,0.0,0.0,9.541297427909283,7.535227187099691e-05,0.0146685755908873,0.0223921834576645,0.1130912013663878,0.669718433677442,0.0,0.0,0.0,0.0,0.0,0.0,-0.2303758107812303,0.014743927862758298
BRN,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,4.700480365792417,0.0,0.0,0.0,0.8913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROU,2008.0,7205.0,42.1,7735.0,0.0,0.0,100.0,44.0,0.0,0.0,1.2928248222365868,6.851971557853915,8.882530508433623,2660.0,45.0,2660.0,0.0,0.0,0.0,0.0,0.0,7.886081401775745,0.0,0.0,0.172902232486528,0.1527328714395689,0.3975365665896843,0.0,56.04785112981835,3.9814097598760654,1.1983721058131214,0.6464124111182941,4.049623393885689,1.3778804377715443,0.0
PRT,2008.0,1978.0,10.8,2028.0,0.0,0.0,50.0,44.0,0.0,0.0,2.465483234714004,2.465483234714,7.589841512182657,2307.0,27.0,2307.0,0.0,0.0,0.0,0.0,0.0,7.7437032581737535,0.0008795074758135,0.1266490765171504,0.0,0.3342128408091468,0.2462620932277924,26.46093237032174,0.0,10.321733420879845,3.5153683674951246,0.0,0.0,0.0,0.1275285839929639
POL,2008.0,29909.6,172.4,29909.6,72.0,0.0,0.0,54.0,0.2407253858292989,0.0,0.0,0.0,10.305934778080871,761.0,9.0,761.0,0.0,0.0,0.0,0.0,0.0,6.634633357861686,0.0,0.0054319710294878,0.0,0.0302638385928608,0.898150543197103,5.523433780014968,0.0,1.4284742534521462,0.9349028310107134,0.0902766714460199,0.0,0.0,0.0054319710294878
PHL,2008.0,4260.0,21.9,4260.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,8.357024439263416,2892.0,8.0,2892.0,0.0,0.0,0.0,0.0,0.0,7.969703583278656,0.0,0.0010289830217801,0.0,0.1805865203224146,0.265649116789573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010289830217801
LVA,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,3.0,206.0,0.0,0.0,0.0,0.0,0.0,5.327876168789581,0.0,0.0113851992409867,0.0,0.3908918406072106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113851992409867
PER,2008.0,135.0,0.8,135.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.90527477843843,960.0,10.0,960.0,0.0,0.0,0.0,0.0,0.0,6.866933284461882,0.0,0.0,0.0,0.1367895065584009,0.0193628981886321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAK,2008.0,150.0,0.8999999999999999,150.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.010635294096256,8566.0,64.0,8566.0,0.0,0.0,0.0,0.0,0.0,9.055556158175316,0.0,0.0,0.019833580303203,0.4322352672973897,0.0075230821839735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGP,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5427.0,12.0,5427.0,0.0,0.0,0.0,0.0,0.0,8.599141774063405,0.0,0.0,0.0,0.6940650608393344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEN,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5610.0,52.0,5610.0,0.0,0.0,0.0,0.0,0.0,8.632305998516742,0.0,0.0,0.0,0.1278440800206061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARE,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21839.0,29.0,21839.0,0.0,0.0,0.0,0.0,0.0,9.991452641264772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAM,2008.0,120.0,0.8,120.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,4.787491742782046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0848484848484848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRK,2008.0,2900.0,17.4,2900.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,7.972466015974565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3814387211367673,6.933911159263277,0.0,3.163596966413869,1.1131476307515642,0.0,0.0,0.0,0.0
NZL,2008.0,1000.0,5.9,1000.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,6.907755278982137,1401.0,23.0,1401.0,0.0,0.0,0.0,0.0,0.0,7.244941546337007,0.0,0.0247699929228591,0.0,0.204765274828969,0.1354092946449634,0.0,0.0,0.0,0.0,0.0,4.354838709677418,0.3821068517617038,0.0247699929228591
MAR,2008.0,1821.0,9.7,1821.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,7.507141079727608,400.0,3.0,400.0,0.0,0.0,0.0,0.0,0.0,5.991464547107982,0.0,0.015274949083503,0.0,0.130346232179226,0.5926680244399185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015274949083503
URY,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2.0,300.0,0.0,0.0,0.0,0.0,0.0,5.703782474656201,0.0,0.0,0.0,0.1880141010575793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,2008.0,4317.0,21.1,4317.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,8.370315995555478,6856.0,29.0,6856.0,0.0,0.0,0.0,0.0,0.0,8.832879460277615,0.0003724394785847,0.0396648044692737,0.0388268156424581,0.5899441340782122,0.2186219739292365,0.0,0.0,0.0,1.0178920212775775,0.0,0.0,-1.0691180312143644,0.0400372439478584
BOL,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,12.0,188.0,0.0,0.0,0.0,0.0,0.0,5.236441962829949,0.0,0.0,0.0,0.3237924865831842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKD,2008.0,800.0,5.0,800.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,6.684611727667927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838351822503962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMR,2008.0,120.0,0.6,120.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.787491742782046,296.0,13.0,296.0,0.0,0.0,0.0,0.0,0.0,5.69035945432406,0.0,0.0,0.0,0.2115085536547434,0.0855365474339035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISR,2008.0,4900.0,24.8,4900.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,8.496990484098719,5984.0,50.0,5984.0,0.0,0.0,0.0,0.0,0.0,8.696844519654313,0.0,0.0001873360809291,0.0,0.5494567253653053,0.4497939303109779,12.5955587914088,0.0,1.652712049508557,2.8646190053107223,0.0,0.0,0.0,0.0001873360809291
LTU,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126.0,32.0,1126.0,0.0,0.0,0.0,0.0,0.0,7.026426808699636,0.0,0.0099312452253628,0.7555385790679909,0.1550802139037433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099312452253628
IRQ,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3350.0,31.0,3350.0,0.0,0.0,0.0,0.0,0.0,8.116715624819111,0.0,0.0,0.0,0.4025862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZA,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6710.0,43.0,6710.0,0.0,0.0,0.0,0.0,0.0,8.811354229965728,0.0,0.0,0.0,0.900872323552736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZWE,2008.0,950.0,5.6,950.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,6.856461984594587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2165087956698241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNM,2008.0,1810.0,10.1,1810.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,7.501082124259871,6271.0,10.0,6271.0,0.0,0.0,0.0,0.0,0.0,8.74369111054302,0.0,0.0,,0.4377730796335447,0.1732205778717406,0.0,0.0,0.0,0.0,0.0,0.0,-1.2820086965887767,0.0
UZB,2008.0,2584.0,14.6,2584.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,7.857093864902493,8090.0,47.0,8090.0,0.0,0.0,0.0,0.0,0.0,8.998384010052538,0.0,0.0,0.0,0.6557213930348258,0.2094527363184079,0.0,0.0,0.0,0.2761391486546405,0.0,0.0,0.0,0.0
USA,2008.0,334729.5,1767.4,336246.58,3043.1,80.0,2330.48,73.0,0.905020357381776,0.0237920635505051,0.6930866032897642,0.4511807971400117,12.721078021947047,394548.0,58.0,394548.0,0.0,0.0,0.0,0.0,0.0,12.885496084870308,0.0002093715688016,0.0134776861033273,0.1962761075390806,0.2149661718843198,0.4834535596818526,2.55479844992547,0.0,1.4055898646391054,0.8564749292093132,-0.0567369339488891,0.0,0.0,0.0136870576721289
TTO,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.0,31.0,1039.0,0.0,0.0,0.0,0.0,0.0,6.946013991099227,0.0,0.0,0.0,0.9173553719008264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECU,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,6.0,130.0,0.0,0.0,0.0,0.0,0.0,4.867534450455582,0.0,0.0,0.0,0.0268346111719605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBR,2008.0,31515.0,161.1,35856.5,4341.5,0.0,0.0,54.0,12.107985999749,0.0,0.0,12.107985999749005,10.358218901947213,23869.0,84.0,23869.0,0.0,0.0,0.0,0.0,0.0,10.080335824865037,5.196964972456086e-05,0.0185011953019436,0.1363943457021099,0.4579045837231057,0.323199251637044,40.63857204218967,0.0,3.938338185462701,1.887670994781816,0.0370922984675019,0.0646918624446706,-2.112424863536724,0.01855316495166816
NOR,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,9.0,80.0,0.0,0.0,0.0,0.0,0.0,4.382026634673881,0.0,0.0064529853921429,0.0,0.0031201248049921,0.0002836477095447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064529853921429
UKR,2008.0,24218.0,139.9,24218.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,10.094851437314311,6971.0,50.0,6971.0,0.0,0.0,0.0,0.0,0.0,8.849513965486398,0.0,0.0002596323605774,0.4665074254855125,0.1002700176550005,0.3550732163256828,38.9082462253194,61.29484866706755,-0.982757080318055,-0.7319598731651733,0.0,3.507716977350168,0.8677035082736526,0.0002596323605774
TUR,2008.0,9963.5,56.8,9963.5,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,9.20668369447264,11054.0,20.0,11054.0,0.0,0.0,0.0,0.0,0.0,9.310547632393208,0.0,0.0042862185467197,0.0,0.4976047602238919,0.2843023548988956,0.0,0.0,0.0,0.0,0.0,0.0,-0.1392551960589172,0.0042862185467197
THA,2008.0,4731.0,25.3,4731.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,8.461891875631148,17989.0,17.0,17989.0,0.0,0.0,0.0,0.0,0.0,9.797515738962684,0.0,0.0,0.0,0.7160140783106028,0.2113946326440827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJK,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,47.0,206.0,0.0,0.0,0.0,0.0,0.0,5.327876168789581,0.0,0.0,0.0,0.0206003531489111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNE,2008.0,225.0,1.4,225.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,5.41610040220442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4558303886925795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP,2008.0,12899.6,70.9,13800.6,0.0,0.0,833.0,57.0,0.0,0.0,6.035969450603597,6.528701650652863,9.464951582117076,23622.0,15.0,23622.0,0.0,0.0,0.0,0.0,0.0,10.069933760171793,0.0083046319245501,0.1060610937650883,0.189815559918885,0.3888370296456046,0.1567901631956738,39.99753633899976,0.0,10.2020202020202,2.821616637057469,1.189803341883686,4.29635761589404,-0.2276372521833569,0.11436572568963839
KOR,2008.0,22377.0,105.0,22377.0,0.0,0.0,75.0,40.0,0.0,0.0,0.3351655717924655,0.0,10.015788924623273,15600.0,16.0,15600.0,0.0,0.0,0.0,0.0,0.0,9.655026193237628,0.0006670637284097,0.0010482430017867,0.3436807623585467,0.1838713519952352,0.4308993448481238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017153067301964
CUB,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,5.0,173.0,0.0,0.0,0.0,0.0,0.0,5.153291594497779,0.0,0.0005998800239952,0.0,0.0347930413917216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005998800239952
GEO,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,45.0,1550.0,0.0,0.0,0.0,0.0,0.0,7.346010209913293,0.0,0.0,0.0,0.1457831325301204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARM,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,42.0,1110.0,0.0,0.0,0.0,0.0,0.0,7.01211529430638,0.0,0.0,0.4149908592321755,0.2595978062157221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHR,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3231.0,30.0,3231.0,0.0,0.0,0.0,0.0,0.0,8.080546965824498,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAF,2008.0,39105.3,204.5,39105.3,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,10.574013286659524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.308062975117352e-05,8.308062975117352e-05,0.0529639014663731,0.0003323225190046,0.9392680596518924,2.429446793820659,0.0,0.4418745145421597,0.2164353751568892,0.0,0.0,0.0,0.00016616125950234703
GHA,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,9.0,440.0,0.0,0.0,0.0,0.0,0.0,6.0867747269123065,0.0,0.0,0.0,0.1044226044226044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVN,2008.0,974.0,5.9,1004.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,2.9880478087649323,6.881411303642535,381.0,33.0,381.0,0.0,0.0,0.0,0.0,0.0,5.942799375126701,0.0,0.0,0.3820840950639853,0.0292504570383912,0.3248019500304692,2.7372262773722693,0.0,0.6934306569343079,0.680528115671627,1.1952191235059757,0.0,0.0,0.0
SVK,2008.0,1065.0,6.3,1285.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,17.12062256809338,6.970730078143525,397.0,32.0,397.0,0.0,0.0,0.0,0.0,0.0,5.983936280687191,0.0,0.0003480682213713,0.5812739296902193,0.0560389836407936,0.1625478593804385,37.73333333333333,0.0,4.666666666666666,0.8061107422460628,6.848249027237356,0.0,0.0,0.0003480682213713
SRB,2008.0,4437.0,25.5,4437.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,8.39773375137891,360.0,24.0,360.0,0.0,0.0,0.0,0.0,0.0,5.886104031450156,0.0,0.0,0.0,0.0111352525801195,0.7246061922868007,0.0,0.0,0.0,0.5778482992134015,0.144241604687852,0.0,0.0,0.0
RUS,2008.0,41922.1,245.6,41922.1,250.0,50.0,0.0,67.0,0.5963441716898724,0.1192688343379744,0.0,0.0,10.643568413160038,80431.0,83.0,80431.0,0.0,0.0,0.0,0.0,0.0,11.295154952992526,0.0,0.0,0.154383471242195,0.4736179501497538,0.1883547388192294,0.0,8.820258575262248,0.0,0.3923845448659746,0.0,-2.311890890633878,-0.8214659499691157,0.0
MAC,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,5.0,136.0,0.0,0.0,0.0,0.0,0.0,4.912654885736052,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWE,2008.0,291.0,1.6,291.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,5.673323267171493,380.0,22.0,380.0,0.0,0.0,0.0,0.0,0.0,5.940171252720432,0.0,0.0133422281521014,0.4262174783188792,0.0041360907271514,0.0034022681787858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133422281521014
MNG,2008.0,700.0,4.3,700.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,6.551080335043404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025575447570332,0.0,0.0,0.0,0.9974424552429668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025575447570332
LBN,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,7.0,930.0,0.0,0.0,0.0,0.0,0.0,6.835184586147301,0.0,0.0,0.0,0.2569610182975338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEX,2008.0,4700.0,24.4,4700.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,8.45531778769815,26838.0,45.0,26838.0,0.0,0.0,0.0,0.0,0.0,10.197574072660904,4.047108341090291e-05,0.0010927192520943,0.0378809340726051,0.4770326601643126,0.0775425958152899,0.0,0.0,0.0,0.1199524790780676,0.0,0.0,0.0,0.0011331903355052031
AUS,2008.0,30538.0,162.0,30538.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,10.326727088743455,7802.0,41.0,7802.0,0.0,0.0,0.0,0.0,0.0,8.962135390066601,0.0005663254192986,0.0134611195817904,0.0,0.1488564582879546,0.7553474188629927,0.84067253803044,0.0,0.6073430172709597,1.367209649818164,0.3160882466778474,0.0,0.0,0.014027445001089
SYR,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3807.0,20.0,3807.0,0.0,0.0,0.0,0.0,0.0,8.244596756382498,0.0,0.0,0.0,0.4793495095508518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2951473197941725,0.0
NGA,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5771.0,28.0,5771.0,0.0,0.0,0.0,0.0,0.0,8.660600654710967,0.0,0.0,0.0,0.685700099304866,0.0327706057596822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM,2008.0,312.0,1.8,312.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,5.7430031878094825,319.0,5.0,319.0,0.0,0.0,0.0,0.0,0.0,5.765191102784844,0.0,0.0,0.0,0.0725255972696245,0.0708191126279863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNK,2008.0,4671.0,25.2,5003.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,6.636018388966619,8.449128460502108,843.0,23.0,843.0,0.0,0.0,0.0,0.0,0.0,6.736966958001855,0.0,0.1892408519934462,0.0,0.1933369743309667,0.476788640087384,55.98689185782707,0.0,3.8114444164355934,2.0217019870765927,1.8748750749550285,0.0,0.0,0.1892408519934462
CZE,2008.0,8921.1,54.6,8951.1,30.0,0.0,0.0,57.0,0.3351543385729128,0.0,0.0,0.3351543385729201,9.09617453635662,719.0,78.0,719.0,0.0,0.0,0.0,0.0,0.0,6.577861357721047,0.0001200768491834,0.0028818443804034,0.3188040345821326,0.0122478386167146,0.5856147934678194,9.332589700687851,0.0,2.5618144636549545,0.865248301739301,0.067030867714584,0.0,0.0,0.0030019212295868
HRV,2008.0,335.0,1.9,335.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,5.814130531825066,574.0,32.0,574.0,0.0,0.0,0.0,0.0,0.0,6.352629396319567,0.0,0.0031298904538341,0.0,0.1924882629107981,0.1948356807511737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031298904538341
COL,2008.0,1039.0,5.9,1039.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,6.946013991099227,3116.0,35.0,3116.0,0.0,0.0,0.0,0.0,0.0,8.044305406990638,0.0001819505094614,0.0009097525473071,0.0,0.1117176128093158,0.0372998544395924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010917030567685
MDA,2008.0,1610.0,9.6,1610.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,7.383989457978509,1178.0,35.0,1178.0,0.0,0.0,0.0,0.0,0.0,7.071573364211532,0.0,0.0,0.0,0.3960066555740432,0.540765391014975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN,2008.0,528894.25,2649.2,528894.25,10849.0,5857.0,250.0,55.0,2.0512607198887114,1.1074047411179078,0.0472684284240186,0.0,13.17854378537463,29915.0,17.0,29915.0,0.0,0.0,0.0,0.0,0.0,10.306115305824132,4.290912419616907e-05,0.0037473968464654,0.0195637000251733,0.009889122823077,0.7749130375082957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037903059706615692
CHL,2008.0,1978.0,11.5,1978.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,7.589841512182657,3871.0,11.0,3871.0,0.0,0.0,0.0,0.0,0.0,8.261268150577648,0.0,0.0005321979776476,,0.0525102004612382,0.2623736029803086,0.0,82.99827685238368,0.0,-1.6730367644453132,0.0,1.0913268236645592,0.6954950999173909,0.0005321979776476
JOR,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247.0,23.0,1247.0,0.0,0.0,0.0,0.0,0.0,7.1284959456800365,0.0,0.0,0.0,0.7601844734819371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KWT,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8970.0,38.0,8970.0,0.0,0.0,0.0,0.0,0.0,9.101640955052842,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAU,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20110.0,34.0,20110.0,0.0,0.0,0.0,0.0,0.0,9.908972482766698,0.0,0.0,,0.4931929480901077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,2008.0,16352.2,88.4,18604.2,2400.0,0.0,0.0,52.0,12.900312832586188,0.0,0.0,12.104793541243382,9.7021177238484,12029.0,49.0,12029.0,0.0,0.0,0.0,0.0,0.0,9.395075679994072,6.505757595471992e-05,0.0061642053217097,0.1436145989200442,0.0605523388198555,0.153991282284822,13.30464243201171,0.0,2.640783811006318,0.4384575697362313,2.49298545489728,0.0,0.0,0.00622926289766442
BGR,2008.0,5565.0,33.9,5685.0,120.0,0.0,0.0,57.0,2.1108179419525066,0.0,0.0,2.1108179419525044,8.624252263709645,1150.0,46.0,1150.0,0.0,0.0,0.0,0.0,0.0,7.047517221357296,0.0,0.0026929982046678,0.3539048473967683,0.0529622980251346,0.520197486535009,0.0,26.479750778816204,0.0,-1.439811887161372,-0.4221635883905009,1.1838006230529614,0.0929737720082496,0.0026929982046678
BRA,2008.0,1303.0,7.5,1303.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,7.172424577124845,7485.0,32.0,7485.0,0.0,0.0,0.0,0.0,0.0,8.920656296853728,0.0,0.0018474125228177,0.0290527612219314,0.0605027601222811,0.0256658382634322,0.0,0.0,0.0,0.0736936925730781,0.0,0.0,0.0,0.0018474125228177
BWA,2008.0,132.0,0.8,132.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.882801922586371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIH,2008.0,1773.0,10.6,1773.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,7.480428306074208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6600846262341326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,2008.0,2119.0,12.2,2865.0,621.0,0.0,0.0,59.0,21.675392670157063,0.0,0.0,26.03839441535777,7.6586995582682995,3525.0,30.0,3525.0,0.0,0.0,0.0,0.0,0.0,8.16763571524637,0.0004830334500664,0.0077285352010626,0.5502958579881657,0.2911484120275329,0.0670208911967153,67.52486834406085,0.0,3.10122878876536,0.7447213608484019,4.94938917975567,0.0,-1.347211857284244,0.008211568651129
BGD,2008.0,250.0,1.4,250.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.521460917862246,2793.0,34.0,2793.0,0.0,0.0,0.0,0.0,0.0,7.934871565945177,0.0006188118811881,0.0,0.0,0.5290841584158417,0.047339108910891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006188118811881
