Region,year,Model,Scenario,Category,growth_rate,duration,start year
R10CHINA+,2033,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.16758018229457117,12.0,2021.0
R10CHINA+,2034,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.20051727676662356,13.0,2021.0
R10CHINA+,2035,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.25568211668673413,14.0,2021.0
R10CHINA+,2036,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.26377335306319405,15.0,2021.0
R10CHINA+,2037,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.27614533385012363,16.0,2021.0
R10CHINA+,2038,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.29753097309766385,17.0,2021.0
R10CHINA+,2039,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.34444646203187,18.0,2021.0
R10CHINA+,2040,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.67613812836979,19.0,2021.0
R10CHINA+,2041,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.6641361260974805,20.0,2021.0
R10CHINA+,2042,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.6473255255766455,21.0,2021.0
R10CHINA+,2043,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.6210978028008893,22.0,2021.0
R10CHINA+,2044,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.5694892077196958,23.0,2021.0
R10CHINA+,2045,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.04305939737741138,24.0,2021.0
R10CHINA+,2046,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.047717890821602604,25.0,2021.0
R10CHINA+,2047,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.052881480034115635,26.0,2021.0
R10CHINA+,2048,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.05863919399955009,27.0,2021.0
R10CHINA+,2049,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.06510291399065327,28.0,2021.0
R10CHINA+,2050,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.07241544961195445,29.0,2021.0
R10EUROPE,2011,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.030563144442627532,5.0,2006.0
R10EUROPE,2012,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.029414688589143534,6.0,2006.0
R10EUROPE,2013,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.02819727043086051,7.0,2006.0
R10EUROPE,2014,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.02690446096864907,8.0,2006.0
R10EUROPE,2015,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.025529003113916038,9.0,2006.0
R10EUROPE,2016,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.028174356533266387,10.0,2006.0
R10EUROPE,2017,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.030985997534460297,11.0,2006.0
R10EUROPE,2018,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.033980426320667445,12.0,2006.0
R10EUROPE,2019,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.037176447178039584,13.0,2006.0
R10EUROPE,2020,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.04059559414296532,14.0,2006.0
R10EUROPE,2021,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.058267170498771836,15.0,2006.0
R10EUROPE,2022,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.07899146049632444,16.0,2006.0
R10EUROPE,2023,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.10379862296491649,17.0,2006.0
R10EUROPE,2024,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.13433766830285954,18.0,2006.0
R10EUROPE,2025,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.17351640995516704,19.0,2006.0
R10EUROPE,2026,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.18400064632013258,20.0,2006.0
R10EUROPE,2027,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.19878902172838164,21.0,2006.0
R10EUROPE,2028,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.22134015129704887,22.0,2006.0
R10EUROPE,2029,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.2605365992720453,23.0,2006.0
R10EUROPE,2030,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.3517989683590421,24.0,2006.0
R10EUROPE,2031,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.35440829488380865,25.0,2006.0
R10EUROPE,2032,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.3585341134159086,26.0,2006.0
R10EUROPE,2033,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.36604602990596014,27.0,2006.0
R10EUROPE,2034,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.3840813003927178,28.0,2006.0
R10EUROPE,2035,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.49673627807736576,29.0,2006.0
R10EUROPE,2036,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.48139455083486227,30.0,2006.0
R10EUROPE,2037,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.4596950078481332,31.0,2006.0
R10EUROPE,2038,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.4257327110242203,32.0,2006.0
R10EUROPE,2039,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.36045708036453017,33.0,2006.0
R10EUROPE,2040,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.07273321453526549,34.0,2006.0
R10EUROPE,2041,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.0781235631243683,35.0,2006.0
R10EUROPE,2042,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.0844482466816423,36.0,2006.0
R10EUROPE,2043,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.09197800659904465,37.0,2006.0
R10EUROPE,2044,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.10110193040127291,38.0,2006.0
R10EUROPE,2045,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.11240204072739901,39.0,2006.0
R10EUROPE,2046,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.12108263416156495,40.0,2006.0
R10EUROPE,2047,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.13215036080216847,41.0,2006.0
R10EUROPE,2048,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.14678081826217615,42.0,2006.0
R10EUROPE,2049,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.16711281380212528,43.0,2006.0
R10EUROPE,2050,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.1975710324006965,44.0,2006.0
R10INDIA+,2026,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.06604018280990365,5.0,2021.0
R10INDIA+,2027,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.07523179775303335,6.0,2021.0
R10INDIA+,2028,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.08600419283603256,7.0,2021.0
R10INDIA+,2029,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.09882701300169994,8.0,2021.0
R10INDIA+,2030,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.11438927076256733,9.0,2021.0
R10INDIA+,2031,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.12685384212899176,10.0,2021.0
R10INDIA+,2032,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.14313039109305603,11.0,2021.0
R10INDIA+,2033,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.1654004913990903,12.0,2021.0
R10INDIA+,2034,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.19807959410519493,13.0,2021.0
R10INDIA+,2035,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.2522154184083494,14.0,2021.0
R10INDIA+,2036,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.260479532158308,15.0,2021.0
R10INDIA+,2037,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.2730875311526969,16.0,2021.0
R10INDIA+,2038,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.29480401676574153,17.0,2021.0
R10INDIA+,2039,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.3421261808972511,18.0,2021.0
R10INDIA+,2040,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.6536350128425013,19.0,2021.0
R10INDIA+,2041,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.639972980893909,20.0,2021.0
R10INDIA+,2042,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.6210362525996177,21.0,2021.0
R10INDIA+,2043,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.5918356996322849,22.0,2021.0
R10INDIA+,2044,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.5351963588780013,23.0,2021.0
R10INDIA+,2045,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.029789468699558674,24.0,2021.0
R10INDIA+,2046,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.032681356841290476,25.0,2021.0
R10INDIA+,2047,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.03578343749735524,26.0,2021.0
R10INDIA+,2048,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.03911992103519468,27.0,2021.0
R10INDIA+,2049,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.042718959910578835,28.0,2021.0
R10INDIA+,2050,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,-0.04661350239146733,29.0,2021.0
R10NORTH_AM,2016,WITCH 5.0,EN_NPi2020_500,C1,0.0007014791511616991,5.0,2011.0
R10NORTH_AM,2017,WITCH 5.0,EN_NPi2020_500,C1,0.008228707991509543,6.0,2011.0
R10NORTH_AM,2018,WITCH 5.0,EN_NPi2020_500,C1,0.0156384706032644,7.0,2011.0
R10NORTH_AM,2019,WITCH 5.0,EN_NPi2020_500,C1,0.02293815694465895,8.0,2011.0
R10NORTH_AM,2020,WITCH 5.0,EN_NPi2020_500,C1,0.030134599321260502,9.0,2011.0
R10NORTH_AM,2021,WITCH 5.0,EN_NPi2020_500,C1,0.01767142398451904,10.0,2011.0
R10NORTH_AM,2022,WITCH 5.0,EN_NPi2020_500,C1,0.005373983899068957,11.0,2011.0
R10NORTH_AM,2023,WITCH 5.0,EN_NPi2020_500,C1,-0.00678242419554298,12.0,2011.0
R10NORTH_AM,2024,WITCH 5.0,EN_NPi2020_500,C1,-0.018821470918961913,13.0,2011.0
R10NORTH_AM,2025,WITCH 5.0,EN_NPi2020_500,C1,-0.03076606328002074,14.0,2011.0
R10NORTH_AM,2026,WITCH 5.0,EN_NPi2020_500,C1,-0.030766042358659984,15.0,2011.0
R10NORTH_AM,2027,WITCH 5.0,EN_NPi2020_500,C1,-0.030766020152434903,16.0,2011.0
R10NORTH_AM,2028,WITCH 5.0,EN_NPi2020_500,C1,-0.030765996539232843,17.0,2011.0
R10NORTH_AM,2029,WITCH 5.0,EN_NPi2020_500,C1,-0.030765971380960933,18.0,2011.0
R10NORTH_AM,2030,WITCH 5.0,EN_NPi2020_500,C1,-0.030765944520843247,19.0,2011.0
R10NORTH_AM,2031,WITCH 5.0,EN_NPi2020_500,C1,-0.030765920061486818,20.0,2011.0
R10NORTH_AM,2032,WITCH 5.0,EN_NPi2020_500,C1,-0.030765894099989644,21.0,2011.0
R10NORTH_AM,2033,WITCH 5.0,EN_NPi2020_500,C1,-0.030765866493590144,22.0,2011.0
R10NORTH_AM,2034,WITCH 5.0,EN_NPi2020_500,C1,-0.030765837080843794,23.0,2011.0
R10NORTH_AM,2035,WITCH 5.0,EN_NPi2020_500,C1,-0.03076580567846454,24.0,2011.0
R10NORTH_AM,2036,WITCH 5.0,EN_NPi2020_500,C1,-0.030765777082841783,25.0,2011.0
R10NORTH_AM,2037,WITCH 5.0,EN_NPi2020_500,C1,-0.03076574673106336,26.0,2011.0
R10NORTH_AM,2038,WITCH 5.0,EN_NPi2020_500,C1,-0.030765714456226667,27.0,2011.0
R10NORTH_AM,2039,WITCH 5.0,EN_NPi2020_500,C1,-0.03076568006958813,28.0,2011.0
R10NORTH_AM,2040,WITCH 5.0,EN_NPi2020_500,C1,-0.0307656433568686,29.0,2011.0
R10NORTH_AM,2041,WITCH 5.0,EN_NPi2020_500,C1,-0.030765609925557547,30.0,2011.0
R10NORTH_AM,2042,WITCH 5.0,EN_NPi2020_500,C1,-0.03076557444112593,31.0,2011.0
R10NORTH_AM,2043,WITCH 5.0,EN_NPi2020_500,C1,-0.030765536708449615,32.0,2011.0
R10NORTH_AM,2044,WITCH 5.0,EN_NPi2020_500,C1,-0.03076549650686955,33.0,2011.0
R10NORTH_AM,2045,WITCH 5.0,EN_NPi2020_500,C1,-0.030765453585874014,34.0,2011.0
R10NORTH_AM,2046,WITCH 5.0,EN_NPi2020_500,C1,-0.030765414501201738,35.0,2011.0
R10NORTH_AM,2047,WITCH 5.0,EN_NPi2020_500,C1,-0.030765373016234165,36.0,2011.0
R10NORTH_AM,2048,WITCH 5.0,EN_NPi2020_500,C1,-0.030765328902853994,37.0,2011.0
R10NORTH_AM,2049,WITCH 5.0,EN_NPi2020_500,C1,-0.030765281903091357,38.0,2011.0
R10NORTH_AM,2050,WITCH 5.0,EN_NPi2020_500,C1,-0.03076523172407697,39.0,2011.0
R10CHINA+,2026,WITCH 5.0,EN_NPi2020_500,C1,-0.0307665230295584,5.0,2021.0
R10CHINA+,2027,WITCH 5.0,EN_NPi2020_500,C1,-0.030766515583172782,6.0,2021.0
R10CHINA+,2028,WITCH 5.0,EN_NPi2020_500,C1,-0.03076650766497968,7.0,2021.0
R10CHINA+,2029,WITCH 5.0,EN_NPi2020_500,C1,-0.030766499228670585,8.0,2021.0
R10CHINA+,2030,WITCH 5.0,EN_NPi2020_500,C1,-0.03076649022167255,9.0,2021.0
R10CHINA+,2031,WITCH 5.0,EN_NPi2020_500,C1,-0.030766482019712105,10.0,2021.0
R10CHINA+,2032,WITCH 5.0,EN_NPi2020_500,C1,-0.03076647331402893,11.0,2021.0
R10CHINA+,2033,WITCH 5.0,EN_NPi2020_500,C1,-0.030766464056748988,12.0,2021.0
R10CHINA+,2034,WITCH 5.0,EN_NPi2020_500,C1,-0.030766454193732917,13.0,2021.0
R10CHINA+,2035,WITCH 5.0,EN_NPi2020_500,C1,-0.030766443663516663,14.0,2021.0
R10CHINA+,2036,WITCH 5.0,EN_NPi2020_500,C1,-0.030766434074482985,15.0,2021.0
R10CHINA+,2037,WITCH 5.0,EN_NPi2020_500,C1,-0.030766423896540607,16.0,2021.0
R10CHINA+,2038,WITCH 5.0,EN_NPi2020_500,C1,-0.030766413073719412,17.0,2021.0
R10CHINA+,2039,WITCH 5.0,EN_NPi2020_500,C1,-0.030766401542724475,18.0,2021.0
R10CHINA+,2040,WITCH 5.0,EN_NPi2020_500,C1,-0.0307663892316975,19.0,2021.0
R10CHINA+,2041,WITCH 5.0,EN_NPi2020_500,C1,-0.030766378021021556,20.0,2021.0
R10CHINA+,2042,WITCH 5.0,EN_NPi2020_500,C1,-0.030766366121845468,21.0,2021.0
R10CHINA+,2043,WITCH 5.0,EN_NPi2020_500,C1,-0.030766353468733798,22.0,2021.0
R10CHINA+,2044,WITCH 5.0,EN_NPi2020_500,C1,-0.030766339987688074,23.0,2021.0
R10CHINA+,2045,WITCH 5.0,EN_NPi2020_500,C1,-0.030766325594698052,24.0,2021.0
R10CHINA+,2046,WITCH 5.0,EN_NPi2020_500,C1,-0.030766312488144987,25.0,2021.0
R10CHINA+,2047,WITCH 5.0,EN_NPi2020_500,C1,-0.030766298576659024,26.0,2021.0
R10CHINA+,2048,WITCH 5.0,EN_NPi2020_500,C1,-0.030766283783738912,27.0,2021.0
R10CHINA+,2049,WITCH 5.0,EN_NPi2020_500,C1,-0.0307662680228723,28.0,2021.0
R10CHINA+,2050,WITCH 5.0,EN_NPi2020_500,C1,-0.030766251195842087,29.0,2021.0
R10EUROPE,2016,WITCH 5.0,EN_NPi2020_500,C1,-0.00644965539568354,5.0,2011.0
R10EUROPE,2017,WITCH 5.0,EN_NPi2020_500,C1,-0.01138437059287889,6.0,2011.0
R10EUROPE,2018,WITCH 5.0,EN_NPi2020_500,C1,-0.01643620376904764,7.0,2011.0
R10EUROPE,2019,WITCH 5.0,EN_NPi2020_500,C1,-0.02161102452178798,8.0,2011.0
R10EUROPE,2020,WITCH 5.0,EN_NPi2020_500,C1,-0.026915173256959135,9.0,2011.0
R10EUROPE,2021,WITCH 5.0,EN_NPi2020_500,C1,-0.02760020238111316,10.0,2011.0
R10EUROPE,2022,WITCH 5.0,EN_NPi2020_500,C1,-0.02832414770561853,11.0,2011.0
R10EUROPE,2023,WITCH 5.0,EN_NPi2020_500,C1,-0.029090427656958018,12.0,2011.0
R10EUROPE,2024,WITCH 5.0,EN_NPi2020_500,C1,-0.029902873788430817,13.0,2011.0
R10EUROPE,2025,WITCH 5.0,EN_NPi2020_500,C1,-0.03076579524787748,14.0,2011.0
R10EUROPE,2026,WITCH 5.0,EN_NPi2020_500,C1,-0.030765766341517953,15.0,2011.0
R10EUROPE,2027,WITCH 5.0,EN_NPi2020_500,C1,-0.030765735659920024,16.0,2011.0
R10EUROPE,2028,WITCH 5.0,EN_NPi2020_500,C1,-0.030765703034367542,17.0,2011.0
R10EUROPE,2029,WITCH 5.0,EN_NPi2020_500,C1,-0.030765668274066127,18.0,2011.0
R10EUROPE,2030,WITCH 5.0,EN_NPi2020_500,C1,-0.030765631162408158,19.0,2011.0
R10EUROPE,2031,WITCH 5.0,EN_NPi2020_500,C1,-0.030765597367816477,20.0,2011.0
R10EUROPE,2032,WITCH 5.0,EN_NPi2020_500,C1,-0.03076556149779508,21.0,2011.0
R10EUROPE,2033,WITCH 5.0,EN_NPi2020_500,C1,-0.03076552335509941,22.0,2011.0
R10EUROPE,2034,WITCH 5.0,EN_NPi2020_500,C1,-0.0307654827166729,23.0,2011.0
R10EUROPE,2035,WITCH 5.0,EN_NPi2020_500,C1,-0.030765439329282107,24.0,2011.0
R10EUROPE,2036,WITCH 5.0,EN_NPi2020_500,C1,-0.030765399819902783,25.0,2011.0
R10EUROPE,2037,WITCH 5.0,EN_NPi2020_500,C1,-0.030765357884147027,26.0,2011.0
R10EUROPE,2038,WITCH 5.0,EN_NPi2020_500,C1,-0.03076531329141874,27.0,2011.0
R10EUROPE,2039,WITCH 5.0,EN_NPi2020_500,C1,-0.030765265780945517,28.0,2011.0
R10EUROPE,2040,WITCH 5.0,EN_NPi2020_500,C1,-0.03076521505667562,29.0,2011.0
R10EUROPE,2041,WITCH 5.0,EN_NPi2020_500,C1,-0.030765168866216164,30.0,2011.0
R10EUROPE,2042,WITCH 5.0,EN_NPi2020_500,C1,-0.030765119839099242,31.0,2011.0
R10EUROPE,2043,WITCH 5.0,EN_NPi2020_500,C1,-0.03076506770573917,32.0,2011.0
R10EUROPE,2044,WITCH 5.0,EN_NPi2020_500,C1,-0.030765012161271366,33.0,2011.0
R10EUROPE,2045,WITCH 5.0,EN_NPi2020_500,C1,-0.030764952859587913,34.0,2011.0
R10EUROPE,2046,WITCH 5.0,EN_NPi2020_500,C1,-0.03076489885840572,35.0,2011.0
R10EUROPE,2047,WITCH 5.0,EN_NPi2020_500,C1,-0.03076484154092285,36.0,2011.0
R10EUROPE,2048,WITCH 5.0,EN_NPi2020_500,C1,-0.030764780591972185,37.0,2011.0
R10EUROPE,2049,WITCH 5.0,EN_NPi2020_500,C1,-0.030764715655144936,38.0,2011.0
R10EUROPE,2050,WITCH 5.0,EN_NPi2020_500,C1,-0.03076464632581466,39.0,2011.0
R10INDIA+,2026,WITCH 5.0,EN_NPi2020_500,C1,-0.030765717062603892,5.0,2021.0
R10INDIA+,2027,WITCH 5.0,EN_NPi2020_500,C1,-0.030765684867865795,6.0,2021.0
R10INDIA+,2028,WITCH 5.0,EN_NPi2020_500,C1,-0.03076565063330572,7.0,2021.0
R10INDIA+,2029,WITCH 5.0,EN_NPi2020_500,C1,-0.030765614158720145,8.0,2021.0
R10INDIA+,2030,WITCH 5.0,EN_NPi2020_500,C1,-0.030765575216820218,9.0,2021.0
R10INDIA+,2031,WITCH 5.0,EN_NPi2020_500,C1,-0.03076553975557894,10.0,2021.0
R10INDIA+,2032,WITCH 5.0,EN_NPi2020_500,C1,-0.03076550211655793,11.0,2021.0
R10INDIA+,2033,WITCH 5.0,EN_NPi2020_500,C1,-0.03076546209278619,12.0,2021.0
R10INDIA+,2034,WITCH 5.0,EN_NPi2020_500,C1,-0.0307654194502075,13.0,2021.0
R10INDIA+,2035,WITCH 5.0,EN_NPi2020_500,C1,-0.03076537392310097,14.0,2021.0
R10INDIA+,2036,WITCH 5.0,EN_NPi2020_500,C1,-0.030765332465261364,15.0,2021.0
R10INDIA+,2037,WITCH 5.0,EN_NPi2020_500,C1,-0.030765288461391038,16.0,2021.0
R10INDIA+,2038,WITCH 5.0,EN_NPi2020_500,C1,-0.03076524166952277,17.0,2021.0
R10INDIA+,2039,WITCH 5.0,EN_NPi2020_500,C1,-0.030765191816025106,18.0,2021.0
R10INDIA+,2040,WITCH 5.0,EN_NPi2020_500,C1,-0.030765138590247654,19.0,2021.0
R10INDIA+,2041,WITCH 5.0,EN_NPi2020_500,C1,-0.03076509012187645,20.0,2021.0
R10INDIA+,2042,WITCH 5.0,EN_NPi2020_500,C1,-0.03076503867696423,21.0,2021.0
R10INDIA+,2043,WITCH 5.0,EN_NPi2020_500,C1,-0.03076498397263161,22.0,2021.0
R10INDIA+,2044,WITCH 5.0,EN_NPi2020_500,C1,-0.030764925688981815,23.0,2021.0
R10INDIA+,2045,WITCH 5.0,EN_NPi2020_500,C1,-0.03076486346284013,24.0,2021.0
R10INDIA+,2046,WITCH 5.0,EN_NPi2020_500,C1,-0.03076480679860427,25.0,2021.0
R10INDIA+,2047,WITCH 5.0,EN_NPi2020_500,C1,-0.03076474665453577,26.0,2021.0
R10INDIA+,2048,WITCH 5.0,EN_NPi2020_500,C1,-0.030764682699927604,27.0,2021.0
R10INDIA+,2049,WITCH 5.0,EN_NPi2020_500,C1,-0.030764614560797043,28.0,2021.0
R10INDIA+,2050,WITCH 5.0,EN_NPi2020_500,C1,-0.030764541812566715,29.0,2021.0
R10NORTH_AM,2026,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,-0.2662303728531491,5.0,2021.0
R10NORTH_AM,2027,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,-0.26898304522992367,6.0,2021.0
R10NORTH_AM,2028,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,-0.2734554667914969,7.0,2021.0
R10NORTH_AM,2029,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,-0.2819980430652993,8.0,2021.0
R10NORTH_AM,2030,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,-0.3049060833796191,9.0,2021.0
R10NORTH_AM,2031,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,-0.3104121542135989,10.0,2021.0
R10NORTH_AM,2032,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,-0.3190396391235235,11.0,2021.0
R10NORTH_AM,2033,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,-0.3345402691831838,12.0,2021.0
R10NORTH_AM,2034,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,-0.37107801001643137,13.0,2021.0
R10NORTH_AM,2035,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2036,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2037,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2038,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2039,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2040,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2041,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2042,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2043,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2044,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2045,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2046,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2047,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2048,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2049,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10NORTH_AM,2050,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10CHINA+,2026,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,-0.24124580458540057,5.0,2021.0
R10CHINA+,2027,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,-0.25621803535142973,6.0,2021.0
R10CHINA+,2028,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,-0.28161244490077764,7.0,2021.0
R10CHINA+,2029,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,-0.33563903276085794,8.0,2021.0
R10CHINA+,2030,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10CHINA+,2031,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10CHINA+,2032,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10CHINA+,2033,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10CHINA+,2034,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10CHINA+,2035,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10CHINA+,2036,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10CHINA+,2037,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10CHINA+,2038,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
R10CHINA+,2039,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,
