year,Country Code,growth_rate,Capacity (GW),AR6_R10,ISO,R_Choice
2021,BGD,0.10840885627471675,10.98,R10REST_ASIA,BGD,0
2015,SYR,0.017544946531647954,5.763,R10MIDDLE_EAST,SYR,0
2016,SYR,0.0,5.763,R10MIDDLE_EAST,SYR,0
2017,SYR,0.0,5.763,R10MIDDLE_EAST,SYR,0
2018,SYR,0.0,5.763,R10MIDDLE_EAST,SYR,0
2019,SYR,0.02477020931414664,6.513,R10MIDDLE_EAST,SYR,0
2020,SYR,0.02477020931414664,6.513,R10MIDDLE_EAST,SYR,0
2021,SYR,0.02477020931414664,6.513,R10MIDDLE_EAST,SYR,0
2021,SEN,0.1675032182147722,0.436,R10AFRICA,SEN,0
2019,TJK,0.0,0.206,R10REF_ECON,TJK,0
2020,TJK,0.0,0.206,R10REF_ECON,TJK,0
2021,TJK,0.0,0.206,R10REF_ECON,TJK,0
